42,Indian Street Cafe,927 E Arques Ave,Sunnyvale,CA,94085,(669) 246-5034
44,Rene-Rose Island Cuisine,621 Caliente Dr,Sunnyvale,CA,94085,(408) 733-3691
46,Tasty Subs & Pizza,528 Lawrence Expy,Sunnyvale,CA,94085,(408) 738-8761
47,Off The Stick Kabob Grill,927 E Arques Ave,Sunnyvale,CA,94085,(669) 241-0006
48,Bagel Place Cafe,546 Lawrence Expy,Sunnyvale,CA,94085,(408) 749-1559
49,B2 Perfection Auto Body,150 N Wolfe Rd,Sunnyvale,CA,94086,(408) 739-3600
50,House of Kabobs,161 S Sunnyvale Ave,Sunnyvale,CA,94086,(408) 735-8199
51,Tacos Jalapa,154 W El Camino Real,Sunnyvale,CA,94087,(408) 738-5945
52,Tasty Indian Pizza,528 Lawrence Expy,Sunnyvale,CA,94085,(408) 642-7672
53,Chaats & Currys,520 Lawrence Expy,Sunnyvale,CA,94085,(408) 746-9192
54,Turmeric Restaurant,141 S Murphy Ave,Sunnyvale,CA,94086,(408) 617-9100
55,Falafel Bite,500 Lawrence Expy,Sunnyvale,CA,94085,(408) 736-2411
56,Fresh U Order Bakery & Cafe,500 Lawrence Expy,Sunnyvale,CA,94085,(408) 739-1888
57,In-N-Out Burger,604 E El Camino Real,Sunnyvale,CA,94087,(800) 786-1000
58,Mercado La Torre,614 E Evelyn Ave,Sunnyvale,CA,94086,(408) 735-1510
59,Oneway Cafe,1250 Oakmead Pkwy,Sunnyvale,CA,94085,(408) 530-9887
60,Hotpot First,1149 N Lawrence Expy,Sunnyvale,CA,94089,(408) 734-8898
61,Tu Mero Mole,590 Old San Francisco Rd,Sunnyvale,CA,94086,(408) 773-4546
62,Fibbar Mcgees,156 S Murphy Ave,Sunnyvale,CA,94086,(408) 749-8373
63,Bean Scene,186 S Murphy Ave,Sunnyvale,CA,94086,(408) 738-4523
64,Bibimbowl,415 N Mary Ave,Sunnyvale,CA,94085,(408) 481-9383
65,Asteria Grill,502 Ross Dr,Sunnyvale,CA,94089,(408) 747-1888
67,Advanced Moving Company,213 E Maude Ave,Sunnyvale,CA,94085,(408) 737-7015
68,Sunnyvale Town Center Dental Group,333 W Maude Ave,Sunnyvale,CA,94085,(408) 736-0888
69,Bay Leaf Restaurant,122 S Sunnyvale Ave,Sunnyvale,CA,94086,(408) 481-9983
70,Bon Chon Chicken,572 E El Camino Real,Sunnyvale,CA,94087,(408) 720-8689
71,Luv Pho Restaurant,500 Lawrence Expy,Sunnyvale,CA,94085,(408) 733-8883
72,Tarragon Restaurant,140 S Murphy Ave,Sunnyvale,CA,94086,(408) 737-8003
73,Beauty Fusion Studio,217 E Washington Ave,Sunnyvale,CA,94086,(408) 739-5484
74,BoLee Bridal Couture,542 Lawrence Expy,Sunnyvale,CA,94085,(408) 774-9242
75,Rok Bistro,124 S Murphy Ave,Sunnyvale,CA,94086,(408) 733-7651
76,Seto Restaurant,511 Borregas Ave,Sunnyvale,CA,94085,(408) 735-8280
77,Charmed Limousine Service,Serving Sunnyvale and the Surrounding Area,Phone number,,94085,
79,King Wah Chinese Restaurant,219 E Washington Ave,Sunnyvale,CA,94086,(408) 245-2647
81,Los Tolucas,170 S Sunnyvale Ave,Sunnyvale,CA,94086,
82,Noodle Talk,150 W El Camino Real,Sunnyvale,CA,94087,(408) 685-2524
83,"BreakThrough Physical Therapy, Inc.",263 N Mathilda Ave,Sunnyvale,CA,94086,(408) 736-7600
84,Great Vegi Land,562 S Murphy Ave,Sunnyvale,CA,94086,(408) 735-8040
85,Taverna Bistro,133 S Murphy Ave,Sunnyvale,CA,94086,(408) 735-9971
86,Daily Donuts & Sandwiches,110 S Sunnyvale Ave,Sunnyvale,CA,94086,(408) 746-0347
87,Rokko Fine Japanese Cuisine,190 S Frances St,Sunnyvale,CA,94086,(408) 773-8225
89,Planet Granite,815 Stewart Dr,Sunnyvale,CA,94085,(408) 991-9090
90,Pho #1,568 East El Camino Real,Sunnyvale,CA,94087,(408) 685-2114
91,Fair Oaks Auto Care,801 N Fair Oaks Ave,Sunnyvale,CA,94085,(408) 773-1783
92,Shanghai Flavor Shop,888 Old San Francisco Rd,Sunnyvale,CA,94086,(408) 738-3003
93,Pizza My Heart,110 E El Camino Real,Sunnyvale,CA,94087,(408) 245-4100
94,Hank Auto Repair,771 N Mathilda Ave,Sunnyvale,CA,94085,(408) 730-6917
95,Planet Hoppers,"Sunnyvale, CA 94089",Phone number,,94085,
96,First Auto Service,205 E Washington Ave,Sunnyvale,CA,94086,(408) 736-3643
99,Teanado,550 Lakeside Dr,Sunnyvale,CA,94085,(669) 224-4995
101,UlavacharU,685 E El Camino Real,Sunnyvale,CA,94087,(408) 310-3111
102,3FIT,3685 Enochs St,Santa Clara,CA,95051,(408) 649-0017
103,Panera Bread,118 East El Camino Real,Sunnyvale,CA,94087,(408) 530-8560
104,The Prolific Oven,259 W Washington Ave,Sunnyvale,CA,94086,(408) 737-7818
106,Sweet Potato Stall,3531 El Camino Real,Santa Clara,CA,95051,
108,Fair Oaks Smog Check Test Only,698 N Fair Oaks Ave,Sunnyvale,CA,94085,(408) 530-9999
109,Pad Thai Cuisine,500 Lawrence Expy,Sunnyvale,CA,94085,(408) 733-2626
110,Katana Sushi & Sake,411 E El Camino Real,Sunnyvale,CA,94087,(408) 746-3000
111,Calderon Tire Service,205 E Washington Ave,Sunnyvale,CA,94086,(408) 730-5355
112,A Slice of New York,1253 W El Camino Real,Sunnyvale,CA,94087,(650) 938-6969
114,Barn Thai Restaurant,921 E Duane Ave,Sunnyvale,CA,94085,(408) 732-3319
115,The Flower Cottage,465 N Wolfe Rd,Sunnyvale,CA,94085,(408) 746-2020
116,Olleh Sushi and Tofu House,595 E El Camino Real,Sunnyvale,CA,94086,(408) 830-0628
117,Chung Tai Zen Center,750 E Arques Ave,Sunnyvale,CA,94085,(408) 733-0750
118,Art Stange Auto Repair,822 W Evelyn Ave,Sunnyvale,CA,94086,(408) 789-0014
119,Chick-fil-A,550 W El Camino Real,Sunnyvale,CA,94086,(408) 830-9940
120,Auto Champs,771 N Mathilda Ave,Sunnyvale,CA,94085,(650) 669-0370
121,Myzen Ramen,520 Lawrence Expwy,Sunnyvale,CA,94085,(408) 245-7779
122,Dim Sum King,824 W El Camino Real,Sunnyvale,CA,94087,(408) 739-1551
123,Payne Tree Service,Serving Sunnyvale and the Surrounding Area,Phone number,,94087,
124,Aloha Appliance Repair,390 S Fernwood Cir,Sunnyvale,CA,94085,(408) 720-8080
125,Le Boulanger,305 N Mathilda Ave,Sunnyvale,CA,94085,(408) 522-5225
127,Pho Nam Restaurant,1205 Wildwood Ave,Sunnyvale,CA,94089,(408) 730-8106
128,Marina C Makeup,"Sunnyvale, CA 94086",Phone number,,94089,
129,Cheese Steak Shop,832 W El Camino Real,Sunnyvale,CA,94087,(408) 530-8159
130,Office Bar and Grill,295 E Washington Ave,Sunnyvale,CA,94086,(408) 675-6317
132,Asia Village,747 S Wolfe Rd,Sunnyvale,CA,94086,(408) 773-8988
133,Madurai Idli kadai,744 S Wolfe Rd,Sunnyvale,CA,94086,(408) 738-4354
134,Tao Tao Cafe,175 S Murphy Ave,Sunnyvale,CA,94086,(408) 736-3731
135,A-1 Performance Auto Repair,Serving Sunnyvale and the Surrounding Area,Phone number,,94086,
136,Scandia Auto Service,848 W Evelyn Ave,Sunnyvale,CA,94086,(408) 720-0227
137,Sunnyvale Art & Wine Festival,Washington Ave,Sunnyvale,CA,94087,
138,Sweet Tomatoes,1210 Kifer Rd.,Sunnyvale,CA,94086,(408) 730-8117
139,Magic Wok,734 S Wolfe Rd,Sunnyvale,CA,94086,(408) 735-0866
140,Rajwadi Thali,573 E El Camino Real,Sunnyvale,CA,94087,(408) 739-9999
141,Sneha,1214 Apollo Way,Sunnyvale,CA,94085,(408) 481-0700
143,Silicon Valley Auto Body,Serving Sunnyvale and the Surrounding Area,Phone number,,94087,
144,Palace Cafe,139 S Murphy Ave,Sunnyvale,CA,94086,(408) 774-6111
145,Las Palmas Park,850 Russet Dr,Sunnyvale,CA,94087,(408) 730-7751
146,Bookasaurus,125 S Murphy Ave,Sunnyvale,CA,94086,(408) 733-1305
147,Courtesy Electric,Serving Sunnyvale and the Surrounding Area,Phone number,,94086,
148,Joy Wok,494 N Mathilda Ave,Sunnyvale,CA,94085,(408) 685-2827
149,Sunny Salon,149 E Washington Ave,Sunnyvale,CA,94086,(408) 481-0777
150,Golden State Appliance Repair,1250 Oakmead Pkwy,Sunnyvale,CA,94085,(510) 370-3330
151,Fortes Auto Body,1137 Kern Ave,Sunnyvale,CA,94085,(650) 967-7712
152,Thai Spoons,909 W El Camino Real,Sunnyvale,CA,94087,(408) 739-1798
155,In-N-Out Burger,3001 Mission College Blvd,Santa Clara,CA,95054,
156,Lakewood Park,834 Lakechime Dr,Sunnyvale,CA,94089,(408) 730-7751
157,Sign My Signs,3507 Ryder St,Santa Clara,CA,95051,(408) 988-9988
158,Sugar Mama Desserts,W Washington Ave & S Murphy Ave,Sunnyvale,CA,94086,(650) 678-0495
159,Falafel Stop,1325 Sunnyvale Saratoga Rd,Sunnyvale,CA,94087,(408) 735-7182
160,Express El Camino Locksmith,Serving Sunnyvale and the Surrounding Area,Phone number,,94087,
161,Auto Collision Experts,908 E Arques Ave,Sunnyvale,CA,94085,(408) 749-1300
162,Pho Nam,844 W El Camino Real,Sunnyvale,CA,94087,(408) 737-1086
163,Lion & Compass Restaurant,1023 N Fairoaks Ave,Sunnyvale,CA,94089,(408) 745-1260
165,Sports Basement,1177 Kern Ave,Sunnyvale,CA,94085,(408) 732-0300
166,Madras Cafe,1177 W El Camino Real,Sunnyvale,CA,94087,(408) 737-2323
167,Ann Sew Perfect,241 S Mathilda Ave,Sunnyvale,CA,94086,(408) 737-2329
168,German Motor Specialist,380 San Aleso Ave,Sunnyvale,CA,94085,(408) 522-9520
169,The Bay Fish & Chips,826 W El Camino Real,Sunnyvale,CA,94087,(408) 732-5665
170,Blue Max,828 W El Camino Real,Sunnyvale,CA,94087,(408) 746-9500
171,Delicious Crepes Bistro,57 Washington St,Santa Clara,CA,95050,(408) 260-6885
174,Euro Grill,980 El Camino Real,Santa Clara,CA,95050,(408) 244-9745
175,Taqueria La Veracruzana,1510 Jackson St,Santa Clara,CA,95050,(408) 261-2108
177,City Lights Espresso,1171 Homestead Rd,Santa Clara,CA,95050,(408) 296-0415
179,Cosmic Coffee Company,1920 Lafayette St,Santa Clara,CA,95050,(408) 477-2687
180,Spreadz,2348 Walsh Ave,Santa Clara,CA,95051,(408) 753-9328
182,San Jose Municipal Rose Garden,Naglee Ave & Dana Ave,San Jose,CA,95126,(408) 794-7275
185,Kotetsu,2089 El Camino Real,Santa Clara,CA,95050,(408) 557-0822
186,Viva Taqueria,444 N Winchester Blvd,Santa Clara,CA,95050,(408) 615-1126
187,Mio Vicino,1290 Benton St,Santa Clara,CA,95050,(408) 241-9414
188,Four Seasons Pho,1045 Monroe St,Santa Clara,CA,95050,(408) 557-9923
189,Copenhagen Crown Bakery & Deli,2079 El Camino Real,Santa Clara,CA,95050,(408) 243-5442
191,Ilbunjee #1,2325 El Camino Real,Santa Clara,CA,95050,(408) 241-9658
192,Dusita Thai Cuisine,2325 El Camino Real,Santa Clara,CA,95050,(408) 247-5199
193,Magic Key Locksmith,Serving Santa Clara and the Surrounding Area,Phone number,,95050,
194,Burma Bistro,2135 El Camino Real,Santa Clara,CA,95050,(408) 372-5422
195,Gooyi Gooyi,2331 El Camino Real,Santa Clara,CA,95050,(408) 615-9292
196,The Club at SJC,North San Jose,2065 Airport Blvd,,95050,Phone number
197,Jasmine Fine Thai Cuisine,1211 Franklin Mall,Santa Clara,CA,95050,(408) 246-3943
198,To Bang,1052 Kiely Blvd,Santa Clara,CA,95051,(408) 615-7540
199,Genesis Carpet & Upholstery Cleaning Services,Serving Santa Clara and the Surrounding Area,Phone number,,95051,
200,Thaibodia,2155 El Camino Real,Santa Clara,CA,95050,(408) 248-8868
201,Reed Street Dog Park,888 Reed St,Santa Clara,CA,95050,(408) 615-3144
202,Taichi Pot Mala Hot Pot,2640 Homestead Rd,Santa Clara,CA,95051,(408) 246-9333
204,A Slice of New York,3443 Stevens Creek Blvd,San Jose,CA,95117,(408) 247-5423
207,Men-Bei Ramen,1349 Coleman Ave,Santa Clara,CA,95050,(408) 588-1557
208,Ramen Taka,2219 The Alameda,Santa Clara,CA,95050,(408) 564-4467
209,Main Street Bagels,2638 Homestead Rd,Santa Clara,CA,95051,(669) 342-7138
210,Lightning Press,1085 Memorex Dr,Santa Clara,CA,95050,(408) 243-6253
211,Tonys Plumbing Co,Serving Santa Clara and the Surrounding Area,Phone number,,,
212,Cooking Crab,2340 El Camino Real,Santa Clara,CA,95050,(408) 249-0808
213,Sagar Vegstaurant,2341 El Camino Real,Santa Clara,CA,95050,(408) 380-4245
214,First Bay Locksmith,Serving Santa Clara and the Surrounding Area,Phone number,,95050,
216,Big Mug Coffee Roaster,3014 El Camino Real,Santa Clara,CA,95051,(408) 816-7932
218,Caffino Drive-Thru Espresso and Coffee,2790 Homestead Rd,Santa Clara,CA,95051,(408) 243-9973
219,Romano Electric,"Santa Clara, CA 95050",Phone number,,95051,
221,Kunjip Restaurant,1066 Kiely Blvd,Santa Clara,CA,95051,(408) 246-0025
222,VIP Oriental,2776 El Camino Real,Santa Clara,CA,95051,(408) 260-1166
223,Ebar,2400 Forest Ave,San Jose,CA,95128,(408) 248-2180
224,Yeganeh Bakery & Kafe Unik,3275 Stevens Creek Blvd,San Jose,CA,95117,(408) 666-1229
225,Smoke This Hookah Lounge,2271 The Alameda,Santa Clara,CA,95050,(408) 247-6653
226,Wrap This,2281 The Alameda,Santa Clara,CA,95050,(408) 246-9727
227,Fireside Caffe Deli & Gelato,3245 Stevens Creek Blvd,San Jose,CA,95117,(408) 244-4424
228,"Christine Yang, OD",2004 El Camino Real,Santa Clara,CA,95050,(408) 883-2018
229,Urban Darling,Serving Santa Clara and the Surrounding Area,Phone number,,95050,
230,El Taconazo Taqueria,2015 Lafayette St,Santa Clara,CA,95050,(408) 588-1655
231,Bay Area K9 Association LLC,1089 Memorex Dr,Santa Clara,CA,95050,(408) 482-2846
232,MOD Pizza,530 Newhall Dr,San Jose,CA,95110,(408) 418-1123
233,Yuki Sushi,1827 Pruneridge Ave,Santa Clara,CA,95050,(408) 248-9144
234,In-N-Out Burger,550 Newhall Dr,San Jose,CA,95110,(800) 786-1000
235,Astounding Massage Management,2170 The Alameda,San Jose,CA,95126,(408) 509-9902
236,Athena Grill,1505 Space Park Dr,Santa Clara,CA,95054,(408) 567-9144
237,The Habit Burger Grill,2000 El Camino Real,Santa Clara,CA,95050,(408) 244-2856
238,Ackerly Entertainment,"Santa Clara, CA 95050",Phone number,,95050,
239,Falafel Corner,1855 El Camino Real,Santa Clara,CA,95050,(408) 247-9998
240,Sanctuary Salon,790 Lincoln St,Santa Clara,CA,95050,(408) 247-7785
241,Preferred Auto Repair,Serving Santa Clara and the Surrounding Area,Phone number,,,
242,White Elephant,930 El Camino Real,Santa Clara,CA,95050,(408) 987-9373
243,Starbucks,2370 El Camino Real,Santa Clara,CA,95050,(408) 984-7174
244,China Stix Restaurant,2110 El Camino Real,Santa Clara,CA,95050,(408) 244-1684
245,MOD Pizza,2002 El Camino Real,Santa Clara,CA,95050,
246,Calmar Bicycles,2236 El Camino Real,Santa Clara,CA,95050,(408) 249-6907
247,Evolution Motorcycles,2385 De La Cruz Blvd,Santa Clara,CA,95050,(408) 453-6386
248,Designers Touch,Serving San Jose and the Surrounding Area,Phone number,,95050,
249,House of Egg Roll,1686 Lafayette St,Santa Clara,CA,95050,(408) 246-6849
250,Sumiya Yakitori,2634 Homestead Rd,Santa Clara,CA,95051,(408) 973-0604
251,Done Right Barber Shop,341 Lafayette St,Santa Clara,CA,95050,(408) 642-5564
252,Hula Dog,495 El Camino Real,Santa Clara,CA,95050,(408) 352-5700
253,Motorspeed West,1925 Grant St,Santa Clara,CA,95050,(408) 727-6631
254,Mealtop,2855 Stevens Creek Blvd,Santa Clara,CA,95050,(408) 246-1315
255,Walia Ethiopian Cuisine,2208 Business Cir,San Jose,CA,95128,(408) 645-5001
256,Kitchen Reface Depot,Serving Santa Clara and the Surrounding Area,Phone number,,95128,
257,Hatcho Japanese Cuisine,1271 Franklin Mall,Santa Clara,CA,95050,(408) 248-8500
258,Veggie Grill,3055 Olin Ave,San Jose,CA,95128,(408) 296-6473
259,Sweet Potato Stall,3531 El Camino Real,Santa Clara,CA,95051,
260,Silicon Valley Pediatric Dentistry,2790 Newhall St,Santa Clara,CA,95050,(408) 249-5121
261,101 Collision Center,319 Brokaw Rd,Santa Clara,CA,95050,(408) 727-6811
262,Pizza My Heart,700 Bellomy St,Santa Clara,CA,95050,(408) 241-0000
264,Cherry Garden Filipino Fast Food,1998 Homestead Rd,Santa Clara,CA,95050,(408) 985-0893
265,Mayuri Indian Cuisine,2232 El Camino Real,Santa Clara,CA,95050,(408) 248-9747
266,Fujii Florist,1900 Warburton Ave,Santa Clara,CA,95050,(408) 248-3594
267,Steel Werx,Serving Santa Clara and the Surrounding Area,Phone number,,95050,
268,Koreana Beauty Salon,1998 Homestead Rd,Santa Clara,CA,95050,(408) 246-3300
269,Madison Street Bed & Breakfast Inn,1390 Madison St,Santa Clara,CA,95050,(408) 249-5541
270,Nasseri Auto Tech,Serving Santa Clara and the Surrounding Area,Phone number,,95050,
271,Pit Row,Serving Santa Clara and the Surrounding Area,Phone number,,,
272,Mondo Burrito,3300 The Alameda,Santa Clara,CA,95050,(408) 260-9596
273,International Auto Center Body Shop,1499 Lincoln St,Santa Clara,CA,95050,(408) 243-2530
275,Gulzaar Halal,1880 W San Carlos St,San Jose,CA,95128,(408) 292-2786
276,Mangos Mexican Grill,1860 The Alameda,San Jose,CA,95126,(408) 841-3304
277,Sitting Pretty,"Santa Clara, CA 95050",Phone number,,95126,
278,TrioSpa,2160 The Alameda,San Jose,CA,95126,(408) 985-1544
279,The Coffee Bean & Tea Leaf,"2855 Stevens Creek Blvd,Ste 9225",Santa Clara,CA,95050,(408) 248-4450
280,Hunny Hair & Nail Spa,1274 Benton St,Santa Clara,CA,95050,(408) 244-3888
281,Aarna Threading Salon,2037 El Camino Real,Santa Clara,CA,95050,(408) 418-1730
282,Han Sung BBQ,2644 El Camino Real,Santa Clara,CA,95051,(408) 246-7799
283,Shabuway Japanese Style Hot Pot,2783 El Camino Real,Santa Clara,CA,95051,(408) 244-8500
284,Lettuce Sandwich Shop,1345 Coleman Ave,Santa Clara,CA,95050,(408) 844-9400
285,Custom Paint Finish,1849 Grant St,Santa Clara,CA,95050,(408) 727-1817
286,FJ Western Wear & Boot Repair,2363 Pruneridge Ave,Santa Clara,CA,95050,(408) 261-8742
287,Nova Chiropractic,844 Jackson St,Santa Clara,CA,95050,(408) 249-0382
288,Custom Hair Styling,1085 El Camino Real,Santa Clara,CA,95050,(408) 249-4993
289,Sounds of Speed,2555 Lafayette St,Santa Clara,CA,95050,(408) 987-9553
290,"Jeffrey G Blue,MD",1825 Civic Center Dr,Santa Clara,CA,95050,(408) 404-4700
291,Choo Paints,Serving Santa Clara and the Surrounding Area,Phone number,,,
292,Star Cafe,2001 Gateway Pl,San Jose,CA,95110,(408) 453-8933
293,Pani Puri Company,3157 El Camino Real,Santa Clara,CA,95051,(408) 246-1943
294,Sushi O Sushi,2789 El Camino Real,Santa Clara,CA,95051,(408) 241-1677
296,Kiraku Restaurant,20 Washington St,Santa Clara,CA,95050,(408) 984-1518
297,3-3-3,North San Jose,Fremont,CA,94539,(408) 406-9316
299,Hungry Hound,1000 Lafayette St,Santa Clara,CA,95050,(408) 241-2756
300,Si Arima,"Santa Clara, CA 95052",Phone number,,95050,
302,FNS Training Center,2342 Walsh Ave,Santa Clara,CA,95051,(408) 235-7624
303,Normandy House Lounge,30 Washington St,Santa Clara,CA,95050,(408) 244-1937
304,Miracles A Salon,341 Lafayette St,Santa Clara,CA,95050,(408) 244-7023
306,Game Kastle,1350 Coleman Ave,Santa Clara,CA,95050,(408) 243-4263
307,Everett Alvarez Jr. Park,2280 Rosita Ave,Santa Clara,CA,95050,
308,Toppings Tree,1171 Homestead Rd,Santa Clara,CA,95050,(408) 615-1804
309,Barefoot Coffee Rollup Bar,408 Martin Ave,Santa Clara,CA,95050,(408) 293-7200
310,La Paloma,2280 El Camino Real,Santa Clara,CA,95050,(408) 247-0990
311,San Jose Drain and Main,Serving San Jose and the Surrounding Area,Phone number,,,
312,Kabob House Halal,2521 Newhall St,Santa Clara,CA,95050,(408) 984-2204
313,101 Smog Check,2491 De La Cruz Blvd,Santa Clara,CA,95050,(408) 727-6780
314,Fast Pizza Delivery,341 Lafayette St,Santa Clara,CA,95050,(408) 246-1800
315,Bellano Coffee,3985 Stevens Creek Blvd,Santa Clara,CA,95051,(408) 244-2457
316,Pizza Party,1998 Homestead Rd,Santa Clara,CA,95050,(408) 248-5680
317,Fairycakes,North San Jose,Santa Clara,CA,95050,(408) 300-3600
318,Quick Dog,"Campbell, CA 95051",Phone number,,95050,
320,Siam Fine Thai Cuisine,2910 Stevens Creek Blvd,San Jose,CA,95128,(408) 246-0304
321,BMI Fitness,1678 Coleman Ave,Santa Clara,CA,95050,(408) 492-1425
323,Academy for Salon Professionals,2238 El Camino Real,Santa Clara,CA,95050,(408) 261-9201
324,New Krung Thai Restaurant,580 N Winchester Blvd,San Jose,CA,95128,(408) 248-3435
325,Vape Affair,2905 El Camino Real,Santa Clara,CA,95051,(408) 244-2778
326,War Memorial Playground,295 Monroe St.,Santa Clara,CA,95050,
327,A-Able Locksmith,Serving San Jose and the Surrounding Area,Phone number,,95050,
328,Lunardi Moving,Serving Santa Clara and the Surrounding Area,Phone number,,95050,
329,The Swim Pro,2245 El Camino Real,Santa Clara,CA,95050,(408) 359-7946
331,Starbucks,71 Washington St,Santa Clara,CA,95050,(408) 244-3025
333,UB Mongolian Grill,2595 Homestead Rd,Santa Clara,CA,95051,(408) 490-0628
334,Euro Market,980 El Camino Real,Santa Clara,CA,95050,(408) 244-9723
335,Ali Auto Care,2211 Monroe St,Santa Clara,CA,95050,(408) 249-7870
336,"Jespersen James R, DDS",1200 Scott Blvd,Santa Clara,CA,95050,(408) 296-1500
337,Pizza Antica,334 Santana Row,San Jose,CA,95128,(408) 557-8373
338,Pizza My Heart,"2855 Stevens Creek Blvd, Ste B171",Santa Clara,CA,95050,(408) 241-4000
339,El Camino Mongolian BBQ,3380 El Camino Real,Santa Clara,CA,95051,(408) 241-2413
340,Maria Martinez,225 Washington St,Santa Clara,CA,95050,(408) 876-7879
341,Amm Tech Solutions,Serving Sunnyvale and the Surrounding Area,Phone number,,,
342,Sadko Appliances,"Serving Milpitas, CA and the Surrounding Area",Phone number,,,
343,Singularity University,NASA Ames Research Park,Moffett Field,CA,94035,
344,Aris Helicopters,"Moffett Field, CA 94035",Phone number,,94035,
345,Bay Area Yellow Cab,Serving Mountain View and the Surrounding Area,Phone number,,94035,
346,The Rug Expert,Serving Mountain View and the Surrounding Area,Phone number,,94035,
347,Moffett Exchange Beauty Salon,Westcoast Rd,Moffett Field,CA,94035,(650) 603-9916
348,"NEX II, Home and Garden Center",Edquiba Rd,Moffett Field,CA,94035,(650) 603-9927
349,Just-In-Time Plumbing,Serving Mountain View and the Surrounding Area,Phone number,,94035,
350,Super Moveable Feast,"Mountain View, CA 94035",Phone number,,94035,
351,Skyla Arts,"Mountain View, CA 94043",Phone number,,,
352,The Collaborative,"Moffett Field, CA 94035",Phone number,,,
353,Falcon Roofing,Serving Mountain View and the Surrounding Area,Phone number,,,
355,Sigura Construction,Serving Mountain View and the Surrounding Area,Phone number,,,
356,Citrus Plus,Serving Mountain View and the Surrounding Area,Phone number,,,
357,"Distinct Builders, Inc",Serving Mountain View and the Surrounding Area,Phone number,,,
358,I & I Painting Company Inc,Serving Mountain View and the Surrounding Area,Phone number,,,
359,Da Lusso Design,Serving Mountain View and the Surrounding Area,Phone number,,,
360,MC Garage Doors,Serving Mountain View and the Surrounding Area,Phone number,,,
362,Kiki Walks Dogs,Serving Mountain View and the Surrounding Area,Phone number,,,
363,On Time Airport Taxi,Serving Mountain View and the Surrounding Area,Phone number,,,
364,Keycon,Serving Mountain View and the Surrounding Area,Phone number,,,
365,"Moore Architects, PC",Serving Mountain View and the Surrounding Area,Phone number,,,
366,Service by Medallion,Serving Mountain View and the Surrounding Area,Phone number,,,
367,JC Maintenance & Mufflers,Serving Mountain View and the Surrounding Area,Phone number,,,
